"Bairro","Taxa de alfabetização"
"Campos Elíseos - Duque de Caxias (RJ)","92.8"
"Cidade dos Meninos - Duque de Caxias (RJ)","92.4"
"Figueira - Duque de Caxias (RJ)","94.4"
"Jardim Primavera - Duque de Caxias (RJ)","95.9"
"Cângulo - Duque de Caxias (RJ)","96.5"
"Saracuruna - Duque de Caxias (RJ)","95.1"
"Chácaras Rio-Petrópolis - Duque de Caxias (RJ)","94.1"
"Chácaras Arcampo - Duque de Caxias (RJ)","95.3"
"Parque Eldorado - Duque de Caxias (RJ)","91.5"
"Santa Cruz da Serra - Duque de Caxias (RJ)","95.5"
"Imbariê - Duque de Caxias (RJ)","94.6"
"Parada Morabi - Duque de Caxias (RJ)","93.8"
"Jardim Anhangá - Duque de Caxias (RJ)","93.3"
"Cidade Parque Paulista - Duque de Caxias (RJ)","95.6"
"Barro Branco - Duque de Caxias (RJ)","94.6"
"Santa Lúcia - Duque de Caxias (RJ)","94.6"
"Parada Angélica - Duque de Caxias (RJ)","93.5"
"Taquara - Duque de Caxias (RJ)","94.7"
"Santo Antônio - Duque de Caxias (RJ)","95.0"
"Meio da Serra - Duque de Caxias (RJ)","92.4"
"Amapá - Duque de Caxias (RJ)","94.2"
"Capivari - Duque de Caxias (RJ)","92.7"
"Lamarão - Duque de Caxias (RJ)","89.0"
"Mantiquira - Duque de Caxias (RJ)","94.5"
"Xerém - Duque de Caxias (RJ)","95.1"
"Iguaba Pequena - Iguaba Grande (RJ)","95.3"
"Andorinhas - Iguaba Grande (RJ)","98.7"
"Canellas City - Iguaba Grande (RJ)","97.4"
"Laguna Azul - Iguaba Grande (RJ)","97.9"
"Parque Tamariz - Iguaba Grande (RJ)","97.5"
"Centro - Iguaba Grande (RJ)","98.8"
"Sopotó - Iguaba Grande (RJ)","98.7"
"Pedreira - Iguaba Grande (RJ)","90.5"
"Jardim Solares - Iguaba Grande (RJ)","99.0"
"Boa Vista - Iguaba Grande (RJ)","96.8"
"Estação - Iguaba Grande (RJ)","97.8"
"Nova Iguaba - Iguaba Grande (RJ)","94.9"
"São Miguel - Iguaba Grande (RJ)","95.0"
"União - Iguaba Grande (RJ)","88.6"
"Cidade Nova - Iguaba Grande (RJ)","96.9"
"Vila Nova - Iguaba Grande (RJ)","89.0"
"Igarapiapunha - Iguaba Grande (RJ)","96.9"
"Arrastão das Pedras - Iguaba Grande (RJ)","91.0"
"Ubás - Iguaba Grande (RJ)","99.0"
"Capivara - Iguaba Grande (RJ)","96.6"
"Coqueiros - Iguaba Grande (RJ)","93.1"
"Sapeatiba Mirim - Iguaba Grande (RJ)","96.9"
"Ampliação - Itaboraí (RJ)","93.9"
"Areal - Itaboraí (RJ)","93.6"
"Badureco - Itaboraí (RJ)","93.2"
"Bela Vista - Itaboraí (RJ)","90.8"
"Caluge - Itaboraí (RJ)","92.9"
"Calundu - Itaboraí (RJ)","91.4"
"City Areal - Itaboraí (RJ)","92.1"
"Colônia - Itaboraí (RJ)","92.0"
"Engenho Velho - Itaboraí (RJ)","92.6"
"Esperança - Itaboraí (RJ)","91.7"
"Iguá - Itaboraí (RJ)","83.7"
"Itaboraí - Itaboraí (RJ)","98.2"
"Itaville - Itaboraí (RJ)","92.2"
"Jardim Ferma - Itaboraí (RJ)","88.9"
"Jardim Imperial - Itaboraí (RJ)","96.2"
"Joaquim de Oliveira - Itaboraí (RJ)","94.8"
"Nancilândia - Itaboraí (RJ)","96.9"
"Nova Cidade - Itaboraí (RJ)","94.6"
"Outeiro das Pedras - Itaboraí (RJ)","96.7"
"Picos - Itaboraí (RJ)","90.0"
"Quissamã - Itaboraí (RJ)","94.0"
"Retiro - Itaboraí (RJ)","91.7"
"Retiro São Joaquim - Itaboraí (RJ)","93.5"
"Rio Várzea - Itaboraí (RJ)","96.2"
"Santo Expedito - Itaboraí (RJ)","94.8"
"Sapê - Itaboraí (RJ)","89.6"
"Sossego - Itaboraí (RJ)","94.4"
"Três Pontes - Itaboraí (RJ)","92.6"
"Venda das Pedras - Itaboraí (RJ)","98.0"
"Vila Rica - Itaboraí (RJ)","86.5"
"Cabuçu - Itaboraí (RJ)","93.4"
"Curuzu - Itaboraí (RJ)","92.3"
"Pitanga - Itaboraí (RJ)","87.2"
"Recanto dos Magalhães - Itaboraí (RJ)","92.0"
"São José - Itaboraí (RJ)","92.4"
"São Sebastião - Itaboraí (RJ)","94.1"
"Vila Verde - Itaboraí (RJ)","93.6"
"Gebara - Itaboraí (RJ)","92.6"
"Grande Rio - Itaboraí (RJ)","90.5"
"Itambi - Itaboraí (RJ)","93.1"
"Jardim Itambi - Itaboraí (RJ)","92.2"
"João Caetano - Itaboraí (RJ)","93.1"
"Morada do Sol I - Itaboraí (RJ)","95.7"
"Morada do Sol II - Itaboraí (RJ)","96.1"
"Parque Aurora - Itaboraí (RJ)","95.0"
"Aldeia da Prata - Itaboraí (RJ)","95.8"
"Apollo II - Itaboraí (RJ)","94.3"
"Granjas Cabuçu - Itaboraí (RJ)","91.1"
"Manilha - Itaboraí (RJ)","96.5"
"Marambaia - Itaboraí (RJ)","96.5"
"Monte Verde - Itaboraí (RJ)","96.1"
"Novo Horizonte - Itaboraí (RJ)","95.6"
"Santo Antônio - Itaboraí (RJ)","93.3"
"São Miguel - Itaboraí (RJ)","89.3"
"Vila Brasil - Itaboraí (RJ)","94.2"
"Vila Gabriela - Itaboraí (RJ)","94.5"
"Granjas Mirassol - Itaboraí (RJ)","88.3"
"Pachecos - Itaboraí (RJ)","89.4"
"Perobas - Itaboraí (RJ)","94.8"
"Nossa Senhora da Conceição - Itaboraí (RJ)","83.3"
"Porto das Caixas - Itaboraí (RJ)","94.0"
"Agro Brasil - Itaboraí (RJ)","92.2"
"Alto Jacu - Itaboraí (RJ)","85.4"
"Chácara Bela Vista - Itaboraí (RJ)","88.1"
"Parque Nova Friburgo - Itaboraí (RJ)","89.6"
"Quinta dos Colibris - Itaboraí (RJ)","91.9"
"Sambaetiba - Itaboraí (RJ)","91.9"
"Itamarati - Itaboraí (RJ)","92.5"
"Maravilha - Itaboraí (RJ)","95.5"
"Vila Visconde - Itaboraí (RJ)","93.0"
"Vilage do Sol - Itaboraí (RJ)","92.7"
"Visconde - Itaboraí (RJ)","94.9"
"Centro de Japeri - Japeri (RJ)","96.6"
"Virgem de Fátima - Japeri (RJ)","94.4"
"Beira-Rio - Japeri (RJ)","91.0"
"Proletário - Japeri (RJ)","94.4"
"Chacrinha - Japeri (RJ)","95.3"
"Fazenda Americana - Japeri (RJ)","92.9"
"Nova Belém - Japeri (RJ)","94.3"
"Lagoa do Sapo - Japeri (RJ)","92.3"
"São Pedro - Japeri (RJ)","87.8"
"Santa Inês - Japeri (RJ)","90.5"
"São Jorge - Japeri (RJ)","92.1"
"Centro de Engenheiro Pedreira - Japeri (RJ)","95.1"
"Das Granjas - Japeri (RJ)","89.6"
"Bananal - Japeri (RJ)","90.3"
"Mucajá - Japeri (RJ)","94.2"
"São Cosme e São Damião - Japeri (RJ)","91.1"
"Caramujos - Japeri (RJ)","93.2"
"Delamare - Japeri (RJ)","91.6"
"Alecrim - Japeri (RJ)","92.8"
"Cajuri - Japeri (RJ)","93.9"
"Dos Eucaliptos - Japeri (RJ)","93.9"
"Belo Horizonte - Japeri (RJ)","92.9"
"Aljezur - Japeri (RJ)","90.8"
"Laranjal - Japeri (RJ)","93.5"
"Guandu - Japeri (RJ)","91.8"
"Marajoara - Japeri (RJ)","91.5"
"Santo Antônio - Japeri (RJ)","80.5"
"Santa Amelia - Japeri (RJ)","90.8"
"Rio D'Ouro - Japeri (RJ)","91.2"
"Esperança - Japeri (RJ)","90.8"
"Barra de Macaé - Macaé (RJ)","94.7"
"Parque Aeroporto - Macaé (RJ)","97.7"
"Ajuda - Macaé (RJ)","96.2"
"Cabiúnas - Macaé (RJ)","82.5"
"Lagomar - Macaé (RJ)","96.0"
"São José do Barreto - Macaé (RJ)","95.1"
"Imboassica - Macaé (RJ)","95.9"
"Lagoa - Macaé (RJ)","98.6"
"Vale Encantado - Macaé (RJ)","94.2"
"Granja dos Cavaleiros - Macaé (RJ)","97.8"
"Glória - Macaé (RJ)","98.6"
"Cavaleiros - Macaé (RJ)","99.3"
"Centro - Macaé (RJ)","98.8"
"Imbetiba - Macaé (RJ)","98.1"
"Cajueiros - Macaé (RJ)","96.3"
"Miramar - Macaé (RJ)","98.0"
"Visconde de Araújo - Macaé (RJ)","97.5"
"Praia Campista - Macaé (RJ)","97.3"
"Riviera Fluminense - Macaé (RJ)","98.4"
"Aroeira - Macaé (RJ)","96.9"
"Botafogo - Macaé (RJ)","93.5"
"Virgem Santa - Macaé (RJ)","96.2"
"Martins Costa - Mendes (RJ)","89.6"
"Morsing - Mendes (RJ)","95.1"
"Cinco Lagos - Mendes (RJ)","92.6"
"Centro - Nilópolis (RJ)","98.5"
"Frigorífico - Nilópolis (RJ)","98.0"
"Nova Cidade - Nilópolis (RJ)","97.6"
"Novo Horizonte - Nilópolis (RJ)","97.0"
"Cabuís - Nilópolis (RJ)","97.5"
"Tropical - Nilópolis (RJ)","98.2"
"Santos Dumont - Nilópolis (RJ)","97.9"
"Manoel Reis I - Nilópolis (RJ)","97.9"
"Nossa Senhora de Fátima - Nilópolis (RJ)","97.8"
"Centro de Olinda - Nilópolis (RJ)","98.5"
"da Mina - Nilópolis (RJ)","97.9"
"Paiol - Nilópolis (RJ)","97.2"
"Cabral - Nilópolis (RJ)","97.8"
"Cabuís II - Nilópolis (RJ)","98.4"
"Manoel Reis II - Nilópolis (RJ)","98.5"
"Badu - Niterói (RJ)","97.2"
"Baldeador - Niterói (RJ)","95.7"
"Barreto - Niterói (RJ)","97.6"
"Boa Viagem - Niterói (RJ)","99.9"
"Cachoeira - Niterói (RJ)","96.9"
"Cafubá - Niterói (RJ)","96.2"
"Camboinhas - Niterói (RJ)","98.9"
"Cantagalo - Niterói (RJ)","94.8"
"Caramujo - Niterói (RJ)","95.8"
"Centro - Niterói (RJ)","98.8"
"Charitas - Niterói (RJ)","95.3"
"Cubango - Niterói (RJ)","98.1"
"Engenhoca - Niterói (RJ)","96.4"
"Engenho do Mato - Niterói (RJ)","96.4"
"Fátima - Niterói (RJ)","98.0"
"Fonseca - Niterói (RJ)","98.2"
"Gragoatá - Niterói (RJ)","96.4"
"Icaraí - Niterói (RJ)","99.5"
"Ilha da Conceição - Niterói (RJ)","96.1"
"Ingá - Niterói (RJ)","98.1"
"Itacoatiara - Niterói (RJ)","99.4"
"Itaipu - Niterói (RJ)","98.8"
"Ititioca - Niterói (RJ)","94.1"
"Jacaré - Niterói (RJ)","94.2"
"Jurujuba - Niterói (RJ)","94.2"
"Largo da Batalha - Niterói (RJ)","95.2"
"Maceió - Niterói (RJ)","96.6"
"Maria Paula - Niterói (RJ)","96.5"
"Matapaca - Niterói (RJ)","98.9"
"Morro do Estado - Niterói (RJ)","92.7"
"Muriqui - Niterói (RJ)","95.8"
"Pé Pequeno - Niterói (RJ)","99.2"
"Piratininga - Niterói (RJ)","97.4"
"Ponta D'Areia - Niterói (RJ)","98.0"
"Rio do Ouro - Niterói (RJ)","97.9"
"Santa Bárbara - Niterói (RJ)","97.7"
"Santana - Niterói (RJ)","99.0"
"Santa Rosa - Niterói (RJ)","98.4"
"São Domingos - Niterói (RJ)","98.5"
"São Francisco - Niterói (RJ)","99.3"
"São Lourenço - Niterói (RJ)","96.7"
"Sapê - Niterói (RJ)","96.3"
"Tenente Jardim - Niterói (RJ)","97.4"
"Várzea das Moças - Niterói (RJ)","96.9"
"Viçoso Jardim - Niterói (RJ)","96.2"
"Vila Progresso - Niterói (RJ)","98.2"
"Viradouro - Niterói (RJ)","95.1"
"Vital Brasil - Niterói (RJ)","99.4"
"Santo Antônio - Niterói (RJ)","99.5"
"Maravista - Niterói (RJ)","97.8"
"Serra Grande - Niterói (RJ)","98.1"
"Jardim Imbuí - Niterói (RJ)","97.7"
"Centro - Nova Iguaçu (RJ)","98.8"
"Califórnia - Nova Iguaçu (RJ)","98.0"
"Vila Nova - Nova Iguaçu (RJ)","97.4"
"Juscelino - Nova Iguaçu (RJ)","96.5"
"Caonze - Nova Iguaçu (RJ)","98.8"
"Da Luz - Nova Iguaçu (RJ)","97.2"
"Santa Eugênia - Nova Iguaçu (RJ)","97.5"
"Jardim Iguaçu - Nova Iguaçu (RJ)","96.5"
"Chacrinha - Nova Iguaçu (RJ)","98.2"
"Moquetá - Nova Iguaçu (RJ)","97.2"
"Da Viga - Nova Iguaçu (RJ)","96.8"
"Rancho Novo - Nova Iguaçu (RJ)","98.3"
"Vila Operária - Nova Iguaçu (RJ)","96.7"
"Engenho Pequeno - Nova Iguaçu (RJ)","97.6"
"Jardim Tropical - Nova Iguaçu (RJ)","97.8"
"Da Prata - Nova Iguaçu (RJ)","96.9"
"Da Posse - Nova Iguaçu (RJ)","97.3"
"Da Cerâmica - Nova Iguaçu (RJ)","95.7"
"Ponto Chic - Nova Iguaçu (RJ)","96.4"
"Ambaí - Nova Iguaçu (RJ)","95.0"
"Nova América - Nova Iguaçu (RJ)","95.4"
"Carmary - Nova Iguaçu (RJ)","96.5"
"Três Corações - Nova Iguaçu (RJ)","93.4"
"Kennedy - Nova Iguaçu (RJ)","96.4"
"Parque Flora - Nova Iguaçu (RJ)","94.4"
"Botafogo - Nova Iguaçu (RJ)","97.9"
"Comendador Soares - Nova Iguaçu (RJ)","96.3"
"Ouro Verde - Nova Iguaçu (RJ)","95.2"
"Jardim Alvorada - Nova Iguaçu (RJ)","96.1"
"Danon - Nova Iguaçu (RJ)","95.4"
"Jardim Palmares - Nova Iguaçu (RJ)","94.9"
"Rosa dos Ventos - Nova Iguaçu (RJ)","95.2"
"Jardim Pernambuco - Nova Iguaçu (RJ)","94.0"
"Jardim Nova Era - Nova Iguaçu (RJ)","94.7"
"Cabuçu - Nova Iguaçu (RJ)","95.0"
"Da Palhada - Nova Iguaçu (RJ)","95.5"
"Valverde - Nova Iguaçu (RJ)","96.1"
"Marapicu - Nova Iguaçu (RJ)","95.8"
"Lagoinha - Nova Iguaçu (RJ)","93.7"
"Campo Alegre - Nova Iguaçu (RJ)","92.5"
"Ipiranga - Nova Iguaçu (RJ)","94.6"
"Km - 32 - Nova Iguaçu (RJ)","95.0"
"Paraíso - Nova Iguaçu (RJ)","95.4"
"Jardim Guandu - Nova Iguaçu (RJ)","94.2"
"Prados Verdes - Nova Iguaçu (RJ)","93.2"
"Austin - Nova Iguaçu (RJ)","94.4"
"Riachão - Nova Iguaçu (RJ)","93.9"
"Inconfidência - Nova Iguaçu (RJ)","90.6"
"Carlos Sampaio - Nova Iguaçu (RJ)","93.1"
"Tinguazinho - Nova Iguaçu (RJ)","93.3"
"Cacuia - Nova Iguaçu (RJ)","95.9"
"Rodilândia - Nova Iguaçu (RJ)","93.5"
"Vila Guimarães - Nova Iguaçu (RJ)","93.8"
"Vila de Cava - Nova Iguaçu (RJ)","95.3"
"Santa Rita - Nova Iguaçu (RJ)","95.3"
"Rancho Fundo - Nova Iguaçu (RJ)","95.3"
"Figueiras - Nova Iguaçu (RJ)","95.7"
"Iguaçu Velho - Nova Iguaçu (RJ)","91.7"
"Corumbá - Nova Iguaçu (RJ)","94.7"
"Miguel Couto - Nova Iguaçu (RJ)","96.3"
"Boa Esperança - Nova Iguaçu (RJ)","97.7"
"Parque Ambaí - Nova Iguaçu (RJ)","95.0"
"Grama - Nova Iguaçu (RJ)","94.5"
"Geneciano - Nova Iguaçu (RJ)","94.3"
"Tinguá - Nova Iguaçu (RJ)","93.7"
"Montevidéu - Nova Iguaçu (RJ)","88.8"
"Adrianópolis - Nova Iguaçu (RJ)","92.5"
"Água Espalhada - Quatis (RJ)","94.9"
"Alto Paraíso - Quatis (RJ)","94.0"
"Barrinha - Quatis (RJ)","97.3"
"Bela Vista - Quatis (RJ)","85.7"
"Boa Vista - Quatis (RJ)","92.0"
"Bondarovsky - Quatis (RJ)","97.3"
"Centro - Quatis (RJ)","97.2"
"Industrial - Quatis (RJ)","X"
"Jardim Independência - Quatis (RJ)","95.5"
"Jardim Pollastri - Quatis (RJ)","95.3"
"Mirandópolis - Quatis (RJ)","95.9"
"Nossa Senhora do Rosário - Quatis (RJ)","92.2"
"Pilotos - Quatis (RJ)","94.3"
"Santa Bárbara - Quatis (RJ)","93.3"
"Santo Antônio - Quatis (RJ)","91.9"
"São Benedito - Quatis (RJ)","91.6"
"Centro - Resende (RJ)","98.0"
"Jardim Brasília - Resende (RJ)","99.1"
"Parque Jalisco - Resende (RJ)","99.6"
"Manejo - Resende (RJ)","97.3"
"Vila Liberdade - Resende (RJ)","97.6"
"Vila Itapuca - Resende (RJ)","95.5"
"Alegria - Resende (RJ)","93.2"
"Surubi - Resende (RJ)","96.1"
"Vicentina - Resende (RJ)","89.6"
"Campos Elíseos - Resende (RJ)","98.3"
"Cabral - Resende (RJ)","94.7"
"Paraíso - Resende (RJ)","95.6"
"São Caetano - Resende (RJ)","97.5"
"Alto do Surubi - Resende (RJ)","91.4"
"Novo Surubi - Resende (RJ)","94.5"
"Vila Verde - Resende (RJ)","98.7"
"Morro do Machado - Resende (RJ)","94.8"
"Morro do Batista - Resende (RJ)","94.4"
"Alto dos Passos - Resende (RJ)","95.9"
"Vila Moderna - Resende (RJ)","97.8"
"Vila Santo Amaro - Resende (RJ)","93.6"
"Parque Ipiranga I - Resende (RJ)","97.9"
"Jardim Brasília II - Resende (RJ)","99.1"
"Eucaliptal - Resende (RJ)","100.0"
"Vila Adelaide - Resende (RJ)","99.1"
"Vila Central - Resende (RJ)","98.0"
"Vila Elizabeth - Resende (RJ)","100.0"
"Condomínio Horizontal Tácito - Resende (RJ)","100.0"
"Barbosa Lima - Resende (RJ)","99.4"
"Jorge Vas Curvo - Resende (RJ)","99.8"
"Vila Nova Liberdade - Resende (RJ)","97.0"
"Vila Santa Cecília - Resende (RJ)","98.7"
"Vila Julieta - Resende (RJ)","98.2"
"Vila Huda Rocha - Resende (RJ)","99.4"
"Indústria IQR - Resende (RJ)","100.0"
"Vila Santa Isabel - Resende (RJ)","99.0"
"Retiro do Paraíso - Resende (RJ)","98.5"
"Bairro Helite - Resende (RJ)","98.1"
"Morada da Felicidade - Resende (RJ)","98.8"
"Baixada da Itapuca - Resende (RJ)","91.4"
"Aeroporto - Resende (RJ)","89.9"
"Morada da Colina - Resende (RJ)","99.7"
"Mirante das Agulhas - Resende (RJ)","99.6"
"Morada do Bosque - Resende (RJ)","96.3"
"Condomínio Morada das Agulhas - Resende (RJ)","100.0"
"Casa da Lua - Resende (RJ)","98.6"
"Boa Vista - Resende (RJ)","99.4"
"Boa Vista II - Resende (RJ)","99.7"
"Mirante da Serra - Resende (RJ)","96.8"
"Toyota - Resende (RJ)","96.5"
"Primavera - Resende (RJ)","96.8"
"Vila Isabel - Resende (RJ)","96.3"
"Jardim Beira Rio - Resende (RJ)","95.0"
"Nova Alegria - Resende (RJ)","97.5"
"Jardim Alegria - Resende (RJ)","93.7"
"Cidade da Alegria - Resende (RJ)","97.5"
"Alegria II - Resende (RJ)","99.2"
"Comercial - Resende (RJ)","99.6"
"Jardim Tropical - Resende (RJ)","100.0"
"Montese - Resende (RJ)","99.4"
"Montese II - Resende (RJ)","100.0"
"Morada do Castelo - Resende (RJ)","100.0"
"Alambari - Resende (RJ)","98.3"
"Castelo Branco - Resende (RJ)","96.0"
"Centro - Rio de Janeiro (RJ)","98.4"
"Gamboa - Rio de Janeiro (RJ)","95.4"
"Santo Cristo - Rio de Janeiro (RJ)","97.2"
"Caju - Rio de Janeiro (RJ)","93.8"
"Catumbi - Rio de Janeiro (RJ)","95.6"
"Rio Comprido - Rio de Janeiro (RJ)","96.7"
"Cidade Nova - Rio de Janeiro (RJ)","96.1"
"Estácio - Rio de Janeiro (RJ)","96.5"
"Flamengo - Rio de Janeiro (RJ)","99.4"
"Glória - Rio de Janeiro (RJ)","99.0"
"Laranjeiras - Rio de Janeiro (RJ)","99.2"
"Catete - Rio de Janeiro (RJ)","98.3"
"Cosme Velho - Rio de Janeiro (RJ)","97.1"
"Botafogo - Rio de Janeiro (RJ)","99.0"
"Urca - Rio de Janeiro (RJ)","99.2"
"Humaitá - Rio de Janeiro (RJ)","99.6"
"Leme - Rio de Janeiro (RJ)","97.2"
"Copacabana - Rio de Janeiro (RJ)","99.1"
"Ipanema - Rio de Janeiro (RJ)","99.3"
"Leblon - Rio de Janeiro (RJ)","99.5"
"Lagoa - Rio de Janeiro (RJ)","99.6"
"Jardim Botânico - Rio de Janeiro (RJ)","99.5"
"Gávea - Rio de Janeiro (RJ)","99.1"
"Vidigal - Rio de Janeiro (RJ)","94.5"
"São Conrado - Rio de Janeiro (RJ)","99.2"
"São Cristóvão - Rio de Janeiro (RJ)","95.2"
"Mangueira - Rio de Janeiro (RJ)","93.3"
"Benfica - Rio de Janeiro (RJ)","95.1"
"Praça da Bandeira - Rio de Janeiro (RJ)","98.9"
"Tijuca - Rio de Janeiro (RJ)","98.6"
"Alto da Boa Vista - Rio de Janeiro (RJ)","97.1"
"Maracanã - Rio de Janeiro (RJ)","99.2"
"Vila Isabel - Rio de Janeiro (RJ)","97.6"
"Andaraí - Rio de Janeiro (RJ)","98.0"
"Grajaú - Rio de Janeiro (RJ)","98.1"
"Manguinhos - Rio de Janeiro (RJ)","93.7"
"Bonsucesso - Rio de Janeiro (RJ)","96.9"
"Ramos - Rio de Janeiro (RJ)","97.8"
"Olaria - Rio de Janeiro (RJ)","98.2"
"Penha - Rio de Janeiro (RJ)","96.8"
"Penha Circular - Rio de Janeiro (RJ)","97.6"
"Brás de Pina - Rio de Janeiro (RJ)","98.2"
"Cordovil - Rio de Janeiro (RJ)","97.2"
"Parada de Lucas - Rio de Janeiro (RJ)","95.5"
"Vigário Geral - Rio de Janeiro (RJ)","96.1"
"Jardim América - Rio de Janeiro (RJ)","98.0"
"São Francisco Xavier - Rio de Janeiro (RJ)","97.5"
"Rocha - Rio de Janeiro (RJ)","98.9"
"Riachuelo - Rio de Janeiro (RJ)","98.6"
"Sampaio - Rio de Janeiro (RJ)","97.0"
"Engenho Novo - Rio de Janeiro (RJ)","97.8"
"Lins de Vasconcelos - Rio de Janeiro (RJ)","97.3"
"Méier - Rio de Janeiro (RJ)","99.2"
"Todos os Santos - Rio de Janeiro (RJ)","99.3"
"Cachambi - Rio de Janeiro (RJ)","99.1"
"Engenho de Dentro - Rio de Janeiro (RJ)","97.6"
"Água Santa - Rio de Janeiro (RJ)","97.7"
"Encantado - Rio de Janeiro (RJ)","98.4"
"Piedade - Rio de Janeiro (RJ)","98.1"
"Abolição - Rio de Janeiro (RJ)","98.9"
"Pilares - Rio de Janeiro (RJ)","98.4"
"Vila Kosmos - Rio de Janeiro (RJ)","98.6"
"Vicente de Carvalho - Rio de Janeiro (RJ)","96.7"
"Vila da Penha - Rio de Janeiro (RJ)","99.2"
"Vista Alegre - Rio de Janeiro (RJ)","99.0"
"Irajá - Rio de Janeiro (RJ)","98.7"
"Colégio - Rio de Janeiro (RJ)","96.2"
"Campinho - Rio de Janeiro (RJ)","97.6"
"Quintino Bocaiúva - Rio de Janeiro (RJ)","98.2"
"Cavalcanti - Rio de Janeiro (RJ)","97.8"
"Engenheiro Leal - Rio de Janeiro (RJ)","97.1"
"Cascadura - Rio de Janeiro (RJ)","97.2"
"Madureira - Rio de Janeiro (RJ)","98.0"
"Vaz Lobo - Rio de Janeiro (RJ)","98.5"
"Turiaçu - Rio de Janeiro (RJ)","97.5"
"Rocha Miranda - Rio de Janeiro (RJ)","98.0"
"Honório Gurgel - Rio de Janeiro (RJ)","97.6"
"Oswaldo Cruz - Rio de Janeiro (RJ)","98.5"
"Bento Ribeiro - Rio de Janeiro (RJ)","98.7"
"Marechal Hermes - Rio de Janeiro (RJ)","97.6"
"Jacarepaguá - Rio de Janeiro (RJ)","93.9"
"Anil - Rio de Janeiro (RJ)","98.4"
"Gardênia Azul - Rio de Janeiro (RJ)","95.5"
"Cidade de Deus - Rio de Janeiro (RJ)","95.7"
"Curicica - Rio de Janeiro (RJ)","97.5"
"Freguesia (Jacarepaguá) - Rio de Janeiro (RJ)","98.2"
"Pechincha - Rio de Janeiro (RJ)","98.8"
"Taquara - Rio de Janeiro (RJ)","97.7"
"Tanque - Rio de Janeiro (RJ)","97.5"
"Praça Seca - Rio de Janeiro (RJ)","96.8"
"Vila Valqueire - Rio de Janeiro (RJ)","99.1"
"Deodoro - Rio de Janeiro (RJ)","97.9"
"Vila Militar - Rio de Janeiro (RJ)","98.1"
"Campo dos Afonsos - Rio de Janeiro (RJ)","99.9"
"Jardim Sulacap - Rio de Janeiro (RJ)","99.1"
"Magalhães Bastos - Rio de Janeiro (RJ)","97.0"
"Realengo - Rio de Janeiro (RJ)","97.3"
"Padre Miguel - Rio de Janeiro (RJ)","97.4"
"Bangu - Rio de Janeiro (RJ)","97.2"
"Senador Camará - Rio de Janeiro (RJ)","96.0"
"Santíssimo - Rio de Janeiro (RJ)","96.4"
"Campo Grande - Rio de Janeiro (RJ)","97.5"
"Senador Vasconcelos - Rio de Janeiro (RJ)","97.0"
"Inhoaíba - Rio de Janeiro (RJ)","95.8"
"Cosmos - Rio de Janeiro (RJ)","96.6"
"Paciência - Rio de Janeiro (RJ)","95.5"
"Santa Cruz - Rio de Janeiro (RJ)","95.6"
"Sepetiba - Rio de Janeiro (RJ)","96.1"
"Ribeira - Rio de Janeiro (RJ)","98.7"
"Zumbi - Rio de Janeiro (RJ)","99.4"
"Cacuia - Rio de Janeiro (RJ)","97.1"
"Pitangueiras - Rio de Janeiro (RJ)","95.4"
"Praia da Bandeira - Rio de Janeiro (RJ)","99.2"
"Cocotá - Rio de Janeiro (RJ)","98.9"
"Bancários - Rio de Janeiro (RJ)","96.8"
"Freguesia (Ilha do Governador) - Rio de Janeiro (RJ)","97.2"
"Jardim Guanabara - Rio de Janeiro (RJ)","99.0"
"Jardim Carioca - Rio de Janeiro (RJ)","97.5"
"Tauá - Rio de Janeiro (RJ)","95.3"
"Moneró - Rio de Janeiro (RJ)","99.4"
"Portuguesa - Rio de Janeiro (RJ)","97.6"
"Galeão - Rio de Janeiro (RJ)","96.0"
"Cidade Universitária - Rio de Janeiro (RJ)","97.6"
"Guadalupe - Rio de Janeiro (RJ)","98.3"
"Anchieta - Rio de Janeiro (RJ)","97.4"
"Parque Anchieta - Rio de Janeiro (RJ)","98.1"
"Ricardo de Albuquerque - Rio de Janeiro (RJ)","98.1"
"Santa Teresa - Rio de Janeiro (RJ)","98.0"
"Joá - Rio de Janeiro (RJ)","98.5"
"Itanhangá - Rio de Janeiro (RJ)","94.9"
"Barra da Tijuca - Rio de Janeiro (RJ)","99.5"
"Camorim - Rio de Janeiro (RJ)","96.5"
"Vargem Pequena - Rio de Janeiro (RJ)","94.3"
"Vargem Grande - Rio de Janeiro (RJ)","94.7"
"Recreio dos Bandeirantes - Rio de Janeiro (RJ)","98.2"
"Grumari - Rio de Janeiro (RJ)","88.9"
"Coelho Neto - Rio de Janeiro (RJ)","97.6"
"Acari - Rio de Janeiro (RJ)","92.7"
"Barros Filho - Rio de Janeiro (RJ)","95.4"
"Costa Barros - Rio de Janeiro (RJ)","94.8"
"Pavuna - Rio de Janeiro (RJ)","96.9"
"Guaratiba - Rio de Janeiro (RJ)","94.2"
"Barra de Guaratiba - Rio de Janeiro (RJ)","98.2"
"Pedra de Guaratiba - Rio de Janeiro (RJ)","97.2"
"Higienópolis - Rio de Janeiro (RJ)","98.3"
"Jacaré - Rio de Janeiro (RJ)","96.4"
"Maria da Graça - Rio de Janeiro (RJ)","98.8"
"Del Castilho - Rio de Janeiro (RJ)","97.6"
"Inhaúma - Rio de Janeiro (RJ)","97.5"
